"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1161","Adding multiple products updates cart badge count","","Wed Mar 25 10:18:06 UTC 2026","passed","Wed Mar 25 10:18:08 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","addingMultipleProductsUpdatesBadgeCount"
"","1382","Incomplete checkout form shows correct validation error Error: First Name is required","","Wed Mar 25 10:18:34 UTC 2026","passed","Wed Mar 25 10:18:36 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","873","Invalid login attempts show correct error message Epic sadface: Password is required","","Wed Mar 25 10:18:24 UTC 2026","passed","Wed Mar 25 10:18:25 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1494","Finishing order navigates to confirmation page","","Wed Mar 25 10:18:30 UTC 2026","passed","Wed Mar 25 10:18:32 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","finishingOrderNavigatesToConfirmation"
"","897","Invalid login attempts show correct error message Epic sadface: Username and password do not match any user in this service","","Wed Mar 25 10:18:23 UTC 2026","passed","Wed Mar 25 10:18:23 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","845","Standard user can log in successfully","","Wed Mar 25 10:18:25 UTC 2026","passed","Wed Mar 25 10:18:26 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","standardUserCanLogin"
"","1021","Adding a product updates the cart badge","","Wed Mar 25 10:18:08 UTC 2026","passed","Wed Mar 25 10:18:09 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","addingProductUpdatesCartBadge"
"","1395","Incomplete checkout form shows correct validation error Error: Last Name is required","","Wed Mar 25 10:18:36 UTC 2026","passed","Wed Mar 25 10:18:37 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","863","Invalid login attempts show correct error message Epic sadface: Username is required","","Wed Mar 25 10:18:23 UTC 2026","passed","Wed Mar 25 10:18:24 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1087","Proceeding to checkout navigates to checkout info page","","Wed Mar 25 10:18:26 UTC 2026","passed","Wed Mar 25 10:18:27 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","proceedToCheckoutNavigatesToInfoPage"
"","957","Cart contains the added product","","Wed Mar 25 10:18:29 UTC 2026","passed","Wed Mar 25 10:18:30 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","cartContainsAddedProduct"
"","985","Invalid login attempts show correct error message Epic sadface: Sorry, this user has been locked out.","","Wed Mar 25 10:18:22 UTC 2026","passed","Wed Mar 25 10:18:23 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1053","Checkout info page displays correct title","","Wed Mar 25 10:18:38 UTC 2026","passed","Wed Mar 25 10:18:39 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","checkoutInfoPageHasCorrectTitle"
"","1353","Valid info navigates to checkout overview page","","Wed Mar 25 10:18:32 UTC 2026","passed","Wed Mar 25 10:18:33 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","validInfoNavigatesToOverview"
"","1023","Removing a product empties the cart","","Wed Mar 25 10:18:27 UTC 2026","passed","Wed Mar 25 10:18:28 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","removingProductEmptiesCart"
"","970","Cart page displays correct title","","Wed Mar 25 10:18:28 UTC 2026","passed","Wed Mar 25 10:18:29 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","cartPageHasCorrectTitle"
"","861","Inventory page displays all products","","Wed Mar 25 10:18:09 UTC 2026","passed","Wed Mar 25 10:18:10 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","inventoryPageDisplaysAllProducts"
"","1422","Incomplete checkout form shows correct validation error Error: Postal Code is required","","Wed Mar 25 10:18:37 UTC 2026","passed","Wed Mar 25 10:18:38 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1329","Overview page shows ordered item","","Wed Mar 25 10:18:33 UTC 2026","passed","Wed Mar 25 10:18:34 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","overviewPageShowsOrderedItem"
"","11919","User can log out from inventory page","","Wed Mar 25 10:18:10 UTC 2026","passed","Wed Mar 25 10:18:21 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","userCanLogout"
"","2403","Inventory page displays correct title","","Wed Mar 25 10:18:04 UTC 2026","passed","Wed Mar 25 10:18:06 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","inventoryPageHasCorrectTitle"
