"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1547","Valid info navigates to checkout overview page","","Tue Mar 24 19:20:50 UTC 2026","passed","Tue Mar 24 19:20:51 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","validInfoNavigatesToOverview"
"","1196","Adding multiple products updates cart badge count","","Tue Mar 24 19:20:23 UTC 2026","passed","Tue Mar 24 19:20:24 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","addingMultipleProductsUpdatesBadgeCount"
"","8430","Inventory page displays correct title","","Tue Mar 24 19:20:14 UTC 2026","passed","Tue Mar 24 19:20:23 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","inventoryPageHasCorrectTitle"
"","1181","Checkout info page displays correct title","","Tue Mar 24 19:20:58 UTC 2026","passed","Tue Mar 24 19:20:59 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","checkoutInfoPageHasCorrectTitle"
"","1570","Incomplete checkout form shows correct validation error Error: Postal Code is required","","Tue Mar 24 19:20:56 UTC 2026","passed","Tue Mar 24 19:20:58 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1118","Cart page displays correct title","","Tue Mar 24 19:20:46 UTC 2026","passed","Tue Mar 24 19:20:47 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","cartPageHasCorrectTitle"
"","964","Inventory page displays all products","","Tue Mar 24 19:20:25 UTC 2026","passed","Tue Mar 24 19:20:26 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","inventoryPageDisplaysAllProducts"
"","967","Invalid login attempts show correct error message Epic sadface: Username and password do not match any user in this service","","Tue Mar 24 19:20:40 UTC 2026","passed","Tue Mar 24 19:20:41 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1503","Overview page shows ordered item","","Tue Mar 24 19:20:51 UTC 2026","passed","Tue Mar 24 19:20:53 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","overviewPageShowsOrderedItem"
"","956","Invalid login attempts show correct error message Epic sadface: Username is required","","Tue Mar 24 19:20:41 UTC 2026","passed","Tue Mar 24 19:20:41 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1090","Adding a product updates the cart badge","","Tue Mar 24 19:20:24 UTC 2026","passed","Tue Mar 24 19:20:25 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","addingProductUpdatesCartBadge"
"","964","Standard user can log in successfully","","Tue Mar 24 19:20:42 UTC 2026","passed","Tue Mar 24 19:20:43 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","standardUserCanLogin"
"","12176","User can log out from inventory page","","Tue Mar 24 19:20:26 UTC 2026","passed","Tue Mar 24 19:20:38 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","userCanLogout"
"","967","Invalid login attempts show correct error message Epic sadface: Password is required","","Tue Mar 24 19:20:41 UTC 2026","passed","Tue Mar 24 19:20:42 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1551","Incomplete checkout form shows correct validation error Error: Last Name is required","","Tue Mar 24 19:20:54 UTC 2026","passed","Tue Mar 24 19:20:56 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1040","Invalid login attempts show correct error message Epic sadface: Sorry, this user has been locked out.","","Tue Mar 24 19:20:39 UTC 2026","passed","Tue Mar 24 19:20:40 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1140","Removing a product empties the cart","","Tue Mar 24 19:20:45 UTC 2026","passed","Tue Mar 24 19:20:46 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","removingProductEmptiesCart"
"","1675","Incomplete checkout form shows correct validation error Error: First Name is required","","Tue Mar 24 19:20:53 UTC 2026","passed","Tue Mar 24 19:20:54 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1736","Finishing order navigates to confirmation page","","Tue Mar 24 19:20:48 UTC 2026","passed","Tue Mar 24 19:20:50 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","finishingOrderNavigatesToConfirmation"
"","1060","Cart contains the added product","","Tue Mar 24 19:20:47 UTC 2026","passed","Tue Mar 24 19:20:48 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","cartContainsAddedProduct"
"","1222","Proceeding to checkout navigates to checkout info page","","Tue Mar 24 19:20:43 UTC 2026","passed","Tue Mar 24 19:20:45 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","proceedToCheckoutNavigatesToInfoPage"
