"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1377","Checkout info page displays correct title","","Wed Mar 25 09:49:42 UTC 2026","passed","Wed Mar 25 09:49:44 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","checkoutInfoPageHasCorrectTitle"
"","9064","Inventory page displays correct title","","Wed Mar 25 09:48:57 UTC 2026","passed","Wed Mar 25 09:49:06 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","inventoryPageHasCorrectTitle"
"","1071","Invalid login attempts show correct error message Epic sadface: Sorry, this user has been locked out.","","Wed Mar 25 09:49:22 UTC 2026","passed","Wed Mar 25 09:49:23 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1640","Incomplete checkout form shows correct validation error Error: First Name is required","","Wed Mar 25 09:49:37 UTC 2026","passed","Wed Mar 25 09:49:39 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","12261","User can log out from inventory page","","Wed Mar 25 09:49:10 UTC 2026","passed","Wed Mar 25 09:49:22 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","userCanLogout"
"","986","Invalid login attempts show correct error message Epic sadface: Username is required","","Wed Mar 25 09:49:25 UTC 2026","passed","Wed Mar 25 09:49:26 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1023","Invalid login attempts show correct error message Epic sadface: Username and password do not match any user in this service","","Wed Mar 25 09:49:23 UTC 2026","passed","Wed Mar 25 09:49:25 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","1259","Proceeding to checkout navigates to checkout info page","","Wed Mar 25 09:49:28 UTC 2026","passed","Wed Mar 25 09:49:29 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","proceedToCheckoutNavigatesToInfoPage"
"","1113","Adding a product updates the cart badge","","Wed Mar 25 09:49:08 UTC 2026","passed","Wed Mar 25 09:49:09 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","addingProductUpdatesCartBadge"
"","1094","Cart contains the added product","","Wed Mar 25 09:49:31 UTC 2026","passed","Wed Mar 25 09:49:32 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","cartContainsAddedProduct"
"","1193","Removing a product empties the cart","","Wed Mar 25 09:49:29 UTC 2026","passed","Wed Mar 25 09:49:30 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","removingProductEmptiesCart"
"","1821","Finishing order navigates to confirmation page","","Wed Mar 25 09:49:32 UTC 2026","passed","Wed Mar 25 09:49:34 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","finishingOrderNavigatesToConfirmation"
"","1649","Incomplete checkout form shows correct validation error Error: Last Name is required","","Wed Mar 25 09:49:39 UTC 2026","passed","Wed Mar 25 09:49:41 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1135","Cart page displays correct title","","Wed Mar 25 09:49:30 UTC 2026","passed","Wed Mar 25 09:49:31 UTC 2026","","Cart Tests","com.automation.ui.tests.CartTest","cartPageHasCorrectTitle"
"","1576","Overview page shows ordered item","","Wed Mar 25 09:49:36 UTC 2026","passed","Wed Mar 25 09:49:37 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","overviewPageShowsOrderedItem"
"","1678","Incomplete checkout form shows correct validation error Error: Postal Code is required","","Wed Mar 25 09:49:41 UTC 2026","passed","Wed Mar 25 09:49:42 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1624","Valid info navigates to checkout overview page","","Wed Mar 25 09:49:34 UTC 2026","passed","Wed Mar 25 09:49:36 UTC 2026","","Checkout Tests","com.automation.ui.tests.CheckoutTest","validInfoNavigatesToOverview"
"","1287","Adding multiple products updates cart badge count","","Wed Mar 25 09:49:07 UTC 2026","passed","Wed Mar 25 09:49:08 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","addingMultipleProductsUpdatesBadgeCount"
"","1135","Inventory page displays all products","","Wed Mar 25 09:49:09 UTC 2026","passed","Wed Mar 25 09:49:10 UTC 2026","","Inventory Tests","com.automation.ui.tests.InventoryTest","inventoryPageDisplaysAllProducts"
"","1006","Invalid login attempts show correct error message Epic sadface: Password is required","","Wed Mar 25 09:49:26 UTC 2026","passed","Wed Mar 25 09:49:27 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","invalidLoginShowsError"
"","999","Standard user can log in successfully","","Wed Mar 25 09:49:27 UTC 2026","passed","Wed Mar 25 09:49:28 UTC 2026","","Login Tests","com.automation.ui.tests.LoginTest","standardUserCanLogin"
